Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14299,Bikkuriman Daijiten,DS,,Misc,,0.0,0.0,0.03,0.0,0.03
10440,Jikkyou Powerful Pro Yakyuu 10,GC,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
6158,Yu-Gi-Oh! World Championship 2008,DS,2007.0,Strategy,Konami Digital Entertainment,0.13,0.02,0.12,0.01,0.28
2950,Moto Racer 2,PS,1997.0,Racing,Electronic Arts,0.39,0.26,0.0,0.05,0.69
8966,"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010.0,Sports,Black Bean Games,0.12,0.02,0.0,0.01,0.15
8059,Metal Gear Ac!d 2,PSP,2005.0,Strategy,Konami Digital Entertainment,0.11,0.01,0.05,0.01,0.18
13816,Clannad,PSP,2008.0,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04
9721,Puzzle Quest 2,DS,2010.0,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12
5662,Derby Stallion DS,DS,2008.0,Sports,Enterbrain,0.0,0.0,0.32,0.0,0.32
14011,Enchanted Arms (JP sales),PS3,2007.0,Role-Playing,Ubisoft,0.0,0.0,0.04,0.0,0.04
13247,Tokimeki Memorial: Girls Side 1st Love,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
5889,Nounai Aeshe: IQ Suppli DS,DS,2006.0,Misc,Spike,0.0,0.0,0.3,0.0,0.3
14450,Section 8,PC,2009.0,Shooter,SouthPeak Games,0.01,0.01,0.0,0.0,0.03
35,Call of Duty: Black Ops II,PS3,2012.0,Shooter,Activision,4.99,5.88,0.65,2.52,14.03
10219,Tonic Trouble,N64,1999.0,Platform,Ubisoft,0.09,0.02,0.0,0.0,0.11
9321,Salt Lake 2002,PS2,2002.0,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14
16267,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010.0,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01
11039,Jikkyou Powerful Pro Yakyuu Portable 2,PSP,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09
12830,Medabots: Metabee,GBA,2002.0,Role-Playing,Natsume,0.04,0.01,0.0,0.0,0.05
16316,Musou Tourou,PSP,2009.0,Strategy,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
15610,Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,2006.0,Action,Sega,0.0,0.0,0.02,0.0,0.02
14044,Bratz Kidz,DS,2008.0,Misc,Game Factory,0.03,0.0,0.0,0.0,0.04
1884,Empire: Total War,PC,2009.0,Strategy,Sega,0.01,0.97,0.0,0.11,1.09
12245,Cardfight!! Vanguard: Lock On Victory!!,3DS,2014.0,Misc,FuRyu,0.0,0.0,0.07,0.0,0.07
15592,Peggle Nights,PC,2008.0,Puzzle,PopCap Games,0.0,0.01,0.0,0.0,0.02
9796,Breakdown,XB,2004.0,Adventure,Electronic Arts,0.09,0.03,0.0,0.0,0.12
14693,TV Total Events,Wii,2011.0,Misc,7G//AMES,0.0,0.02,0.0,0.0,0.03
5672,The Conveni: Ano Machi wo Dokusen Seyo,PS,1997.0,Simulation,Human Entertainment,0.0,0.0,0.3,0.02,0.32
14651,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,2009.0,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03
3006,Turok,PS3,2008.0,Action,Touchstone,0.35,0.22,0.01,0.1,0.68
6048,DX Game of Life,PS,1996.0,Misc,Takara,0.0,0.0,0.27,0.02,0.29
15462,Coded Soul: Uke Keigareshi Idea,PSP,2008.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
2411,Monster Strike 3DS,3DS,2015.0,Action,"mixi, Inc",0.0,0.0,0.86,0.0,0.86
14900,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008.0,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03
13313,Beyond Oasis,GEN,1993.0,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05
15334,The Awakened Fate Ultimatum,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
12383,LEGO Bionicle,GBA,2001.0,Platform,LEGO Media,0.04,0.02,0.0,0.0,0.06
5630,Prince of Persia: The Sands of Time,GC,2003.0,Action,Ubisoft,0.25,0.06,0.0,0.01,0.32
11816,Uprising X,PS,1998.0,Action,3DO,0.04,0.03,0.0,0.0,0.07
1611,Star Wars Episode III: Revenge of the Sith,XB,2005.0,Action,Activision,0.82,0.38,0.0,0.04,1.24
6371,Shin Megami Tensei: Devil Survivor,DS,2009.0,Role-Playing,Atlus,0.14,0.0,0.12,0.01,0.27
14222,Call of Juarez: Bound in Blood,PC,2009.0,Shooter,Ubisoft,0.0,0.03,0.0,0.01,0.03
3458,WWE 2K16,XOne,2015.0,Sports,Take-Two Interactive,0.31,0.22,0.0,0.05,0.58
13731,Gal*Gun,X360,2011.0,Shooter,Alchemist,0.0,0.0,0.04,0.0,0.04
2275,Homefront,PS3,2011.0,Shooter,THQ,0.32,0.4,0.04,0.15,0.91
5126,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,2000.0,Role-Playing,ChunSoft,0.0,0.0,0.32,0.05,0.37
10291,ATV: Quad Frenzy,DS,2005.0,Racing,Majesco Entertainment,0.1,0.0,0.0,0.01,0.11
15356,Demolition Company: Gold Edition,PC,2011.0,Simulation,,0.0,0.02,0.0,0.0,0.02
1213,Dark Cloud,PS2,2000.0,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54
1450,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008.0,Shooter,Ubisoft,0.66,0.45,0.04,0.21,1.35
9539,NBA 08,PS2,2007.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
955,Namco Museum,PS2,2001.0,Misc,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82
16478,Space Raiders,GC,2003.0,Shooter,Taito,0.01,0.0,0.0,0.0,0.01
9572,Warriors Orochi 2,PS2,2008.0,Action,Tecmo Koei,0.06,0.05,0.0,0.02,0.13
5150,Xenosaga Episode III: Also sprach Zarathustra,PS2,2006.0,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,0.37
4026,MotorStorm: Apocalypse,PS3,2011.0,Racing,Sony Computer Entertainment,0.21,0.2,0.0,0.08,0.49
15470,Atlantic Quest,PC,2011.0,Puzzle,Avanquest,0.0,0.02,0.0,0.0,0.02
7936,The Munchables,Wii,2009.0,Action,Namco Bandai Games,0.17,0.0,0.0,0.01,0.19
10562,Yaiba: Ninja Gaiden Z,PS3,2014.0,Action,Tecmo Koei,0.05,0.04,0.0,0.02,0.1
412,True Crime: Streets of LA,PS2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27
11590,Pocket Dogs,GBA,2004.0,Misc,Agatsuma Entertainment,0.06,0.02,0.0,0.0,0.08
15622,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,2007.0,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
9819,Earthworm Jim 3D,N64,1999.0,Platform,Interplay,0.1,0.02,0.0,0.0,0.12
3239,Virtua Cop,SAT,1995.0,Shooter,Sega,0.0,0.0,0.62,0.0,0.62
9265,Rogue Warrior,PS3,2009.0,Shooter,Bethesda Softworks,0.11,0.02,0.0,0.01,0.14
8530,Bladestorm: Nightmare,PS4,2015.0,Action,Tecmo Koei,0.07,0.04,0.03,0.02,0.16
4962,Super Famista 3,SNES,1994.0,Sports,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39
1794,Pilotwings,SNES,1990.0,Simulation,Nintendo,0.46,0.17,0.48,0.02,1.14
